# Selection function for the two UKIDSS qso.  See selfn.pdf how we got
# this.  Produced using selfn_z7.py.  
#
# dM = 0.1
# dz = 0.1
# 6.5 < z < 7.4
# -29.3 < M1450 < -26.2
#
# counter  z      M1450  p dz dM 
1  6.50  -29.30  1.0  0.10  0.10
2  6.50  -29.20  1.0  0.10  0.10
3  6.50  -29.10  1.0  0.10  0.10
4  6.50  -29.00  1.0  0.10  0.10
5  6.50  -28.90  1.0  0.10  0.10
6  6.50  -28.80  1.0  0.10  0.10
7  6.50  -28.70  1.0  0.10  0.10
8  6.50  -28.60  1.0  0.10  0.10
9  6.50  -28.50  1.0  0.10  0.10
10  6.50  -28.40  1.0  0.10  0.10
11  6.50  -28.30  1.0  0.10  0.10
12  6.50  -28.20  1.0  0.10  0.10
13  6.50  -28.10  1.0  0.10  0.10
14  6.50  -28.00  1.0  0.10  0.10
15  6.50  -27.90  1.0  0.10  0.10
16  6.50  -27.80  1.0  0.10  0.10
17  6.50  -27.70  1.0  0.10  0.10
18  6.50  -27.60  1.0  0.10  0.10
19  6.50  -27.50  1.0  0.10  0.10
20  6.50  -27.40  1.0  0.10  0.10
21  6.50  -27.30  1.0  0.10  0.10
22  6.50  -27.20  1.0  0.10  0.10
23  6.50  -27.10  1.0  0.10  0.10
24  6.50  -27.00  1.0  0.10  0.10
25  6.50  -26.90  1.0  0.10  0.10
26  6.50  -26.80  1.0  0.10  0.10
27  6.50  -26.70  1.0  0.10  0.10
28  6.50  -26.60  1.0  0.10  0.10
29  6.50  -26.50  1.0  0.10  0.10
30  6.50  -26.40  1.0  0.10  0.10
31  6.50  -26.30  1.0  0.10  0.10
32  6.50  -26.20  1.0  0.10  0.10
33  6.60  -29.30  1.0  0.10  0.10
34  6.60  -29.20  1.0  0.10  0.10
35  6.60  -29.10  1.0  0.10  0.10
36  6.60  -29.00  1.0  0.10  0.10
37  6.60  -28.90  1.0  0.10  0.10
38  6.60  -28.80  1.0  0.10  0.10
39  6.60  -28.70  1.0  0.10  0.10
40  6.60  -28.60  1.0  0.10  0.10
41  6.60  -28.50  1.0  0.10  0.10
42  6.60  -28.40  1.0  0.10  0.10
43  6.60  -28.30  1.0  0.10  0.10
44  6.60  -28.20  1.0  0.10  0.10
45  6.60  -28.10  1.0  0.10  0.10
46  6.60  -28.00  1.0  0.10  0.10
47  6.60  -27.90  1.0  0.10  0.10
48  6.60  -27.80  1.0  0.10  0.10
49  6.60  -27.70  1.0  0.10  0.10
50  6.60  -27.60  1.0  0.10  0.10
51  6.60  -27.50  1.0  0.10  0.10
52  6.60  -27.40  1.0  0.10  0.10
53  6.60  -27.30  1.0  0.10  0.10
54  6.60  -27.20  1.0  0.10  0.10
55  6.60  -27.10  1.0  0.10  0.10
56  6.60  -27.00  1.0  0.10  0.10
57  6.60  -26.90  1.0  0.10  0.10
58  6.60  -26.80  1.0  0.10  0.10
59  6.60  -26.70  1.0  0.10  0.10
60  6.60  -26.60  1.0  0.10  0.10
61  6.60  -26.50  1.0  0.10  0.10
