# Selection function for the Banados qso.  See selfn.pdf how we got
# this.  Produced using selfn_z7.py.
#
# dM = 0.1
# dz = 0.1
# 7.4 < z < 9.0
# -29.3 < M1450 < -26.6
#
# counter  z      M1450  p dz dM 
1  7.40  -29.30  1.0  0.10  0.10
2  7.40  -29.20  1.0  0.10  0.10
3  7.40  -29.10  1.0  0.10  0.10
4  7.40  -29.00  1.0  0.10  0.10
5  7.40  -28.90  1.0  0.10  0.10
6  7.40  -28.80  1.0  0.10  0.10
7  7.40  -28.70  1.0  0.10  0.10
8  7.40  -28.60  1.0  0.10  0.10
9  7.40  -28.50  1.0  0.10  0.10
10  7.40  -28.40  1.0  0.10  0.10
11  7.40  -28.30  1.0  0.10  0.10
12  7.40  -28.20  1.0  0.10  0.10
13  7.40  -28.10  1.0  0.10  0.10
14  7.40  -28.00  1.0  0.10  0.10
15  7.40  -27.90  1.0  0.10  0.10
16  7.40  -27.80  1.0  0.10  0.10
17  7.40  -27.70  1.0  0.10  0.10
18  7.40  -27.60  1.0  0.10  0.10
19  7.40  -27.50  1.0  0.10  0.10
20  7.40  -27.40  1.0  0.10  0.10
21  7.40  -27.30  1.0  0.10  0.10
22  7.40  -27.20  1.0  0.10  0.10
23  7.40  -27.10  1.0  0.10  0.10
24  7.40  -27.00  1.0  0.10  0.10
25  7.40  -26.90  1.0  0.10  0.10
26  7.40  -26.80  1.0  0.10  0.10
27  7.40  -26.70  1.0  0.10  0.10
28  7.40  -26.60  1.0  0.10  0.10
29  7.40  -26.50  1.0  0.10  0.10
30  7.40  -26.40  1.0  0.10  0.10
31  7.40  -26.30  1.0  0.10  0.10
32  7.40  -26.20  1.0  0.10  0.10
33  7.50  -29.30  1.0  0.10  0.10
34  7.50  -29.20  1.0  0.10  0.10
35  7.50  -29.10  1.0  0.10  0.10
36  7.50  -29.00  1.0  0.10  0.10
37  7.50  -28.90  1.0  0.10  0.10
38  7.50  -28.80  1.0  0.10  0.10
39  7.50  -28.70  1.0  0.10  0.10
40  7.50  -28.60  1.0  0.10  0.10
41  7.50  -28.50  1.0  0.10  0.10
42  7.50  -28.40  1.0  0.10  0.10
43  7.50  -28.30  1.0  0.10  0.10
44  7.50  -28.20  1.0  0.10  0.10
45  7.50  -28.10  1.0  0.10  0.10
46  7.50  -28.00  1.0  0.10  0.10
47  7.50  -27.90  1.0  0.10  0.10
48  7.50  -27.80  1.0  0.10  0.10
49  7.50  -27.70  1.0  0.10  0.10
50  7.50  -27.60  1.0  0.10  0.10
51  7.50  -27.50  1.0  0.10  0.10
52  7.50  -27.40  1.0  0.10  0.10
53  7.50  -27.30  1.0  0.10  0.10
54  7.50  -27.20  1.0  0.10  0.10
55  7.50  -27.10  1.0  0.10  0.10
56  7.50  -27.00  1.0  0.10  0.10
57  7.50  -26.90  1.0  0.10  0.10
