1  6.55  -40.05  1.00
2  6.55  -39.95  1.00
3  6.55  -39.85  1.00
4  6.55  -39.75  1.00
5  6.55  -39.65  1.00
6  6.55  -39.55  1.00
7  6.55  -39.45  1.00
8  6.55  -39.35  1.00
9  6.55  -39.25  1.00
10  6.55  -39.15  1.00
11  6.55  -39.05  1.00
12  6.55  -38.95  1.00
13  6.55  -38.85  1.00
14  6.55  -38.75  1.00
15  6.55  -38.65  1.00
16  6.55  -38.55  1.00
17  6.55  -38.45  1.00
18  6.55  -38.35  1.00
19  6.55  -38.25  1.00
20  6.55  -38.15  1.00
21  6.55  -38.05  1.00
22  6.55  -37.95  1.00
23  6.55  -37.85  1.00
24  6.55  -37.75  1.00
25  6.55  -37.65  1.00
26  6.55  -37.55  1.00
27  6.55  -37.45  1.00
28  6.55  -37.35  1.00
29  6.55  -37.25  1.00
30  6.55  -37.15  1.00
31  6.55  -37.05  1.00
32  6.55  -36.95  1.00
33  6.55  -36.85  1.00
34  6.55  -36.75  1.00
35  6.55  -36.65  1.00
36  6.55  -36.55  1.00
37  6.55  -36.45  1.00
38  6.55  -36.35  1.00
39  6.55  -36.25  1.00
40  6.55  -36.15  1.00
41  6.55  -36.05  1.00
42  6.55  -35.95  1.00
43  6.55  -35.85  1.00
44  6.55  -35.75  1.00
45  6.55  -35.65  1.00
46  6.55  -35.55  1.00
47  6.55  -35.45  1.00
48  6.55  -35.35  1.00
49  6.55  -35.25  1.00
50  6.55  -35.15  1.00
51  6.55  -35.05  1.00
52  6.55  -34.95  1.00
53  6.55  -34.85  1.00
54  6.55  -34.75  1.00
55  6.55  -34.65  1.00
56  6.55  -34.55  1.00
57  6.55  -34.45  1.00
58  6.55  -34.35  1.00
59  6.55  -34.25  1.00
60  6.55  -34.15  1.00
61  6.55  -34.05  1.00
62  6.55  -33.95  1.00
63  6.55  -33.85  1.00
64  6.55  -33.75  1.00
65  6.55  -33.65  1.00
66  6.55  -33.55  1.00
67  6.55  -33.45  1.00
68  6.55  -33.35  1.00
69  6.55  -33.25  1.00
70  6.55  -33.15  1.00
71  6.55  -33.05  1.00
72  6.55  -32.95  1.00
73  6.55  -32.85  1.00
74  6.55  -32.75  1.00
75  6.55  -32.65  1.00
76  6.55  -32.55  1.00
77  6.55  -32.45  1.00
78  6.55  -32.35  1.00
79  6.55  -32.25  1.00
80  6.55  -32.15  1.00
81  6.55  -32.05  1.00
82  6.55  -31.95  1.00
83  6.55  -31.85  1.00
84  6.55  -31.75  1.00
85  6.55  -31.65  1.00
86  6.55  -31.55  1.00
87  6.55  -31.45  1.00
88  6.55  -31.35  1.00
89  6.55  -31.25  1.00
90  6.55  -31.15  1.00
91  6.55  -31.05  1.00
92  6.55  -30.95  1.00
93  6.55  -30.85  1.00
94  6.55  -30.75  1.00
95  6.55  -30.65  1.00
96  6.55  -30.55  1.00
97  6.55  -30.45  1.00
98  6.55  -30.35  1.00
99  6.55  -30.25  1.00
100  6.55  -30.15  1.00
101  6.55  -30.05  1.00
102  6.55  -29.95  1.00
103  6.55  -29.85  1.00
104  6.55  -29.75  1.00
105  6.55  -29.65  1.00
106  6.55  -29.55  1.00
107  6.55  -29.45  1.00
108  6.55  -29.35  1.00
109  6.55  -29.25  1.00
110  6.55  -29.15  1.00
111  6.55  -29.05  1.00
112  6.55  -28.95  1.00
113  6.55  -28.85  1.00
114  6.55  -28.75  1.00
115  6.55  -28.65  1.00
116  6.55  -28.55  1.00
117  6.55  -28.45  1.00
